actionlog.1	{0} reason: {1}
object_christmastree.3	The Christmas Tree is beautifully decorated.
object_christmastree.4	The Christmas Tree decorations disappeared.
object_christmastree.5	Use decorations to pretty up the tree!
object_christmastree.6	Hang some ornaments on the tree!
object_christmastree2008_foreign.1	Light up the Christmas Tree with candles!
object_christmastree2008_foreign.2	The Christmas Tree is beautifully lit.
object_dartgameprop.1	15秒後に競技が始まります。\nパーティーメンバーは直ちにダーツボード前に集まってください。
object_dartgameprop.2	パーティーメンバーが集まらなかったため、ゲームが取消されました。
object_dartgameprop.3	時間切れ！！
object_dartgameprop.4	ミニゲーム開始まであと{0}チームです。
object_dartgameprop.5	結果発表\n\n
object_dartgameprop.6	{0}位 : {1} - {2}点\n
object_dartgameprop.7	\nおめでとうございます！
object_dartgameprop.8	順位内のプレイヤーがいません。
object_dragonfearsite.1	ドラゴンの咆哮は、忠実なペットですら恐怖に震えさせる。
object_eventflag.1	まだイベントが始まる前だ。相手側のスイカパラソル前に立っていよう。
object_eventflag.2	まだイベントが始まる前だ。
object_eventflag.3	NPCに声をかけてチームに所属しなければならない。
object_eventflag.4	相手側のスイカを持ってこよう。
object_eventflag.5	スイカを拾っている。
object_eventflag.6	点数獲得！
object_eventflag.7	スイカを回収してきた。
object_eventflag.8	2秒間スイカを拾い上げる状態になる。その間に攻撃されないよう注意しよう。
object_eventflag.9	スイカを拾っている最中だ。
object_eventflag.10	2秒間スイカを拾い上げる状態になる。その間に攻撃されないよう注意しよう。
object_eventflag.11	味方側のスイカを持っている。味方側のスイカパラソルに回収してこよう。
object_eventhall.1	1分後に公演が始まります。しばらくお待ち下さい。
object_eventhall.2	1分後に公演が始まります。しばらくお待ち下さい。
object_eventhall.3	公演を始めます。お楽しみ下さい！
object_eventhall.4	公演残り時間
object_eventhall.5	誰も舞台に登壇しなかったため公演がキャンセルされました。
object_eventhall.6	公演残り時間
object_eventwatermelonflag.1	まだイベントが始まる前だ。相手側のスイカパラソル前に立っていよう。
object_eventwatermelonflag.2	まだイベントが始まる前だ。
object_eventwatermelonflag.3	NPCに声をかけてチームに所属しなければならない。
object_eventwatermelonflag.4	凍った状態で触ることはできない。
object_eventwatermelonflag.5	相手側のスイカを持ってこよう。
object_eventwatermelonflag.6	スイカを拾っている。
object_eventwatermelonflag.7	点数獲得！
object_eventwatermelonflag.8	スイカを回収してきた。
object_eventwatermelonflag.9	2秒間スイカを拾い上げる状態になる。その間に攻撃されないよう注意しよう。
object_eventwatermelonflag.10	スイカを拾っている最中だ。
object_eventwatermelonflag.11	味方側のスイカを持っている。味方側のスイカパラソルに回収してこよう。
object_eventwatermelonflag.12	すでにこのスイカを持っている。味方側のスイカパラソルまで無事に到着しよう。
object_hamletsswordprop.1	(Go closer to inspect it...)
object_hamletsswordprop.2	The sword is engulfed by flame. Using bare hands would be crazy!
object_hamletsswordprop.3	You must first uncover Elsinore's secrets.
object_hamletsswordprop.4	You can use Elsinore's sword.
object_hammergameprop.1	15秒後に競技が始まります。\nパーティーメンバーは直ちにハンマーゲームの前に集まってください。
object_hammergameprop.2	パーティーメンバーが集まらなかったため、ゲームが取消されました。
object_hammergameprop.3	大当たりだ～!!!
object_hammergameprop.4	大当たりだ～!!!
object_hammergameprop.5	時間切れです。
object_hammergameprop.6	ミニゲーム開始まであと{0}チームです。
object_hammergameprop.7	結果発表\n\n
object_hammergameprop.8	{0}位 : {1} - {2}点\n
object_hammergameprop.9	\nおめでとうございます！
object_hammergameprop.10	順位内のプレイヤーがいません。
object_hammergameprop.11	パーティーメンバーがログアウトしたため、ゲームが中断されました。
object_hammergameprop.12	\n\n\n\n\nハンマーを叩いてください!!!\n30秒内に叩かないと取消されます。
object_hammergameprop.13	{0}さんの順番です。
object_hotspring.1	Your body fat is melting away.
object_hotspring.2	Your body is absorbing the water's nutrients.
object_hotspring.3	Your muscles are shrinking.
object_hotspring.4	Your muscles are enlarging.
object_hotspring.5	You are recovering from injury.
object_instantzone.1	You can enter in {0} seconds.
object_instantzone.2	You can enter in {0} seconds.
object_instantzonebase.1	Monster server is down, Shadow World Failed!
object_instantzonebase.2	Monster server is down, Dungeon Failed!
object_item.3	Collecting speed increased, repair fees increased
object_item.4	Collecting speed increased, repair fees increased
object_item.5	Splash radius increased
object_item.6	Splash radius decreased
object_item.7	Splash angle increased
object_item.8	Splash angle decreased
object_item.9	Splash damage increased
object_item.10	Splash damage decreased
object_item.11	Magic deflect {0}% increase
object_item.12	Magic deflect {0}% decrease
object_item.13	Melee deflect {0}% increase
object_item.14	Melee deflect {0}% decrease
object_item.15	Ranged attack {0}% increase
object_item.16	Ranged attack {0}% decrease
object_item.17	Magic fusion +{0}
object_item.18	Magic fusion -{0}
object_item.19	Mana consumption -{0}
object_item.20	Mana consumption +{0}
object_item.21	Mana evaporation -{0}
object_item.22	Mana evaporation +{0}
object_item.23	Casting speed +{0}%
object_item.24	Casting speed -{0}%
object_item.25	Magic damage +{0}%
object_item.26	Magic damage -{0}%
object_itemuse.1	家設定カードで家の設定を変更しました。
object_itemuse.2	PVP 페널티를 초기화 하였습니다.
object_itemuse.3	料理大会用の食べ物は食べられません。
object_itemuse.4	내 모습이 마치 어린아이처럼 작아졌다.
object_itemuse.5	이 약을 먹어봐야 전투시 경험치가 더 늘 것 같지 않다.
object_itemuse.6	고급 상자 열쇠가 있어야 열 수 있습니다.
object_itemuse.7	고급 상자 열쇠나 일반 상자 열쇠가 있어야 열 수 있습니다.
object_itemuse.8	何か採集したい欲求が燃え上がり始める。
object_itemuse.9	まだ採集速度増加ポーションの効果が残っています。
object_itemuse.10	これ以上のエリクサーは体が受け付けない！
object_itemuse.11	ペットが {0}歳の姿になりました。
object_itemuse.12	{0}歳の姿になりました。
object_itemuse.13	아직 이 포션의 효과가 남아 있다.
object_itemuse.14	아직 이 포션의 효과가 남아 있다.
object_itemuse.15	금 상자 열쇠가 있어야 열 수 있습니다.
object_itemuse.16	은 상자 열쇠가 있어야 열 수 있습니다.
object_itemuse.17	동 상자 열쇠가 있어야 열 수 있습니다.
object_itemuse.18	手が滑りやすくなったようだ。
object_itemuse.19	生産失敗ポーションの効果が消えた。
object_itemuse.20	まだこのポーションの効果が残っている。
object_itemuse.21	全身に熟練した感じがみなぎり始める。
object_itemuse.22	熟練のポーションの効果が消えた。
object_itemuse.23	まだこのポーションの効果が残っている。
object_itemuse.24	まだこのポーションの効果が残っている。
object_itemuse.25	全身に熟練した感じがみなぎり始める。
object_itemuse.26	熟練のポーションの効果が消えた。
object_itemuse.27	まだこのポーションの効果が残っている。
object_itemuse.28	すでに該当のポーションを使用中です。
object_itemuse.29	エリン定着サポータークエストがありません。
object_itemuse.30	エリン定着サポータークエストが完了可能時間を超過しました。
object_itemuse.31	助けを要請したキャラクターが見つかりません。
object_itemuse.32	ベテラン冒険家{0}さんが到着しました。
object_itemuse.33	{0}さんのところに到着しました。あなたの能力を見せてください。 
object_itemuse.34	関連イベントが終了したため使用できません。
object_itemuse.35	その場所へ移動できません。
object_itemuse.36	{0}{을} 사용하여 다음 그림자 미션 보상이 증가합니다
object_itemuse.37	いいことが起こりそうな気がする。
object_itemuse.38	アイテムドロップ確率増加ポーションの効果が消えた。
object_itemuse.39	낚시가 잘 될 것 같다.
object_itemuse.40	낚시 확률 증가 포션의 효과가 사라졌다.
object_itemuse.41	使用できない地域です。
object_itemuse.42	エイヴォンの羽根は
object_itemuse.43	再度使用できます。
object_itemuse.44	移動できません。
object_mapletree.1	紅葉が赤く染まった。
object_marinagate.1	クルクレを出る、他の船に乗る、ログアウトするなどの行動をした場合は獲得した星を失います。\n先住民と会話すると、獲得した星に応じて報酬が受け取れます。
object_marinagate.2	私が乗れるイカダは無さそうだ。
object_marinagate.3	動くイカダには乗れないようだ。
object_marinagate.4	私が乗れるイカダではないようだ。
object_partygameprop.1	ゲームを開始するための人数が足りません。
object_partygameprop.2	乗り物に乗っているキャラクターがいるため、ゲームをスタートすることができません。
object_partygameprop.3	スキル唱中のキャラクターがいるため、ゲームをスタートすることができません。
object_partygameprop.4	取引中のキャラクターがいるため、ゲームをスタートすることができません。
object_partygameprop.5	会話中のキャラクターがいるため、ゲームをスタートすることができません。
object_partygameprop.6	ミニゲームにいないキャラクターがいるため、ゲームをスタートすることができません。
object_partygameprop.7	存在していないキャラクターがいるため、ゲームをスタートすることができません。
object_partygameprop.8	ペットなどがいるためゲームを開始できません。
object_prop.1	Goldをドラッグすると演奏者に渡すことができます。
object_prop.2	取引できないアイテムです。
object_prop.3	{0}さんに{1} Goldを渡しました。
object_prop.4	{0}さんから{1} Goldを受け取りました。
object_prop.5	演奏者のインベントリに空きがありません。
object_prop.6	Goldのみ入れることができます。
object_prop.7	Information\n案内
object_prop.8	{0}の畑です。
object_prop.9	主人のいない空き畑です。
object_prop.10	データの読み込みに失敗しました。\nしばらくしてから再びお試しください。
object_prop.11	エラー\nError
object_prop.12	原因不明のエラーが発生しました。
object_prop.13	エラー\nError
object_prop.14	他の農場ですでにワインを作っています。
object_prop.15	エラー\nError
object_prop.16	ペットはワインを作ることが出来ません。
object_prop.17	お知らせ
object_remembrancetree.1	나무가 자라기 시작한 것 같다.
object_remembrancetree.2	나무가 좀 더 자란 것 같다.
object_remembrancetree.3	나무가 다 자란 것 같다.
object_remembrancetree.4	나무가 원래 상태로 돌아갔다.
object_remembrancetree.5	좋은 흙을 나무에 뿌렸다.
object_remembrancetree.6	나무 회복약을 나무에 뿌렸다.
object_remembrancetree.7	설산의 깨끗한 샘물을 나무에 뿌렸다.
object_remembrancetree.8	이 아이템은 나무에 줄 수 없을 것 같다.
object_remembrancetree.9	더 이상 아이템을 나무에 주지 않아도 될 것 같다.
object_remembrancetree.10	더 이상 아이템을 나무에 주지 않아도 될 것 같다.
object_sealpot.1	発見者のみ開けることができるようだ。
object_sealstonehandler.1	\"今はまだ壊すことが出来ないようだ。\"
object_sealstonehandler.2	\"もう少し待つ必要があるようだ\"
object_sealstonehandler.3	\"今はまだ壊すことができないようだ。\"
object_sealstonehandler.4	\"諸君、私は一足先に新しい村に行かせてもらう！\" - P
object_sealstonehandler.5	\"何？わたしは出てこない？\" - インプ
object_sealstonehandler.6	\"犯人は足の不自由な人物だ！\" - スポイラーマン
object_sealstonehandler.7	\"海に行きたい…ああ\" - B
object_sealstonehandler.8	\"私たちも話していいのかな？\" - ???
object_sealstonehandler.9	\"か…怪物が！ウッ\" - スポイラーマン
object_sealstonehandler.10	\"クルルルル…\" - 怪物
object_sealstonehandler.11	\"ゲームも変化がなくちゃ面白くないよね。\" - マラン
object_sealstonehandler.12	\"私たちも出るみたい!!ザワザワ\" - ???
object_sealstonehandler.13	\"ドラゴンの騎士になれば…ウッ\" - スポイラーマン
object_sealstonehandler.14	\"スポイラーマン、バリダンジョンに送っちゃった\" - さっきのインプ
object_sealstonehandler.15	\"マビノギの次のチャプターをお楽しみに！Coming Soon!にゃん\" - デブキャット
object_sealstonehandler.16	まだこの封印を解除することはできない
object_sealstonehandler.17	\"いち！に！それだ！…?!\" - レイナルド
object_sealstonehandler.18	\"おっと、これはすまない。ハッハッハッ。\" - ファーガス
object_sealstonehandler.19	\"俺のようにタフでなければ壊せないのだ。ハハッ…\" - トレイシー
object_sealstonehandler.20	\"…イビー、そんなことできない…。\" - イビー
object_sealstonehandler.21	\"おまえ！ちょっとは運動しろ！やせすぎだ！\" - マヌス
object_sealstonehandler.22	\"こんなことよりあなたのファッションセンスを気にしなさいな。\" - シモン
object_sealstonehandler.23	\"ハア…ハア…ここの石はちょっと…ハア…変わってるぞ…\" - セイマス
object_sealstonehandler.24	\"斧を振り回しすぎて腕が痛い。誰かシップを買ってくれ～\" - トレイシー
object_sealstonehandler.25	\"この後ろに何があるのかしら？ああっ、気になるわ！リカド～～～？お前知ってる？\" - ジェニファー
object_sealstonehandler.26	\"イビーならこの封印石の向こうの村にもきっと行ったことがあるんだろうな。\" - ショーン
object_sealstonehandler.27	\"わあっ、ここが開けば新刊がたくさん入荷するかな！\" - アイラ
object_sealstonehandler.28	\"タラに行けば弟の病気を治せるかしら？\" - ルア
object_sealstonehandler.29	\"ワンワン！\" - ラブ
object_sealstonehandler.30	まだこの封印石を解除することはできない
object_sealstonehandler.31	今は解くことが出来ません。
object_sealstonehandler.32	秘密が込められた書籍を持った者だけがこの封印を解くことができる。
object_sealstonehandler.33	思索とは時として病を生むが、多くの思索を行った者こそがこの封印石を壊すことができる。
object_sealstonehandler.34	誰が見ても錬金術師と認められる者のみがこの封印を解ける。
object_seesaw.1	シーソーの板が壊れました。
object_seesaw.2	シーソーの板が壊れました。
object_ship.1	You cannot use someone else's paddle.
object_ship.2	Reached destination safely.\n\nTime: {0} minutes, {1} seconds
object_ship.3	Boat Race
object_skijumpprop.1	待機者が多すぎます。しばらくしてから再度お試しください。
object_skijumpprop.2	準備
object_skijumpprop.3	スタート！
object_skijumpprop.4	現在スキージャンプ待機中ですね。ジャンプを楽しんで再び申請してください。
object_skijumpprop.5	現在非常に多くの方が待機しています。しばらくしてから再び申請してください。
object_skijumpprop.6	インベントリを空けてから再び申請してください。
object_skijumpprop.7	現在、番号札{0}番の方が滑っています。しばらくお待ちください。
object_skijumpprop.8	申請後に入場できます。
object_skijumpprop.9	{0}番のお客様は{1}秒以内にスキージャンプ台に入場してください。
object_snowman.1	雪のかたまりで、雪だるまを作ってみよう。
object_snowman.2	雪のかたまりと飾りで、雪だるまを作ってみよう。
object_snowman.3	少しずつ雪だるまの形になってきた。雪のかたまりをもっと足そう。
object_snowman.4	だいぶ雪だるまらしくなった。雪のかたまりをもっと足してみよう。
object_snowman.5	もうちょっと頑張れば立派な雪だるまになりそうだ。雪のかたまりと飾りをもっと足してみよう。
object_snowman.6	ステキな雪だるまが完成した。
object_snowman.7	雪だるまが崩れた。
object_snowman.8	雪のかたまりを固めて足していけば、雪だるまが作れそうだ。
object_snowman.9	雪のかたまりのほかにも、雪だるまを飾る材料を足してみよう。
object_snowman.10	雪だるまが少し大きくなってきた。もう少し雪のかたまりと飾りを足してみよう。
object_snowman.11	雪だるまがたいぶ大きくなってきた。もう少し雪のかたまりを足してみよう。
object_snowman.12	雪だるまが可愛いかんじになってきた。もう少し飾りを足してみよう。
object_snowman.13	飾りを作って、雪だるまを飾ってみよう。
object_snowman.14	もうちょっと頑張れば立派な雪だるまになりそうだ。もっと飾りを増やしてみよう。
object_treasurechest.1	海の中の古代遺物を開けることが出来ません。
object_valentinestoneprop.1	溢れ出んばかりの愛の力でチョコレートソードを抜いた！
object_valentinestoneprop.2	お前にチョコレートの味が分かるのか！？|あなたはまだチョコレートの味を理解できてない。|未熟！|フハハハハッ！|まだまだのようです|まだまだです|だめですね|チョコレートの味を理解する必要がある|まだ真のチョコレートの味へ至っていない|チョコレートの味を理解しなければ無理のようだ|ふぅ………|まだチョコレートが何たるものか理解できていないようだ|チョコレートの味を理解できてない|愛が足りない！|無理っぽい|まだまだまだです|まだまだまだまだです|チョコレートを甘く見てはいけない|（チョコレートソードはピクリとも動かない）|もう少し愛が必要だ|もっと愛を…|チョコレートの深淵には辿りつけていないようだ|（チョコレートソードを抜くことは出来なかった）|貴方にはもう少しチョコレートが必要だ
object_valentinestoneprop.3	すでに剣は抜いている。
object_whitedaystoneprop.1	満ち溢れんばかりの愛の力でキャンディーソードを抜いた！
object_whitedaystoneprop.2	あなたはまだ愛を知らないみたいです|あなたはまだキャンディーの味を理解できていないようです|くすっ|キャンディーの味をもっと知る必要があるみたいです|まだ愛を深く知る必要があるようです|キャンディーを通じて愛を知る必要があるみたいです|とりあえず愛が足りないみたいです|足りないみたいです|がんばってくださいね|がんばってくださいー|恋に恋するお年頃っ！ということでしょうか？|甘くて美味しいキャンディーはいかがですか？|（キャンディーソードはピクリとも動かなかった）|キャンディーが足りないようです|あ…あのそろそろ体重が気になったりしません？|がんばってくださいねっ！|ふぁいとー|キャンディーがもう少し必要みたいです。|あ…やっぱ怒ってます…？|（キャンディーソードはまだ抜けない）|（キャンディーソードはまだまだ抜けない）|（キャンディーソードはまだまだまだ抜けない）|（キャンディーソードもそろそろ抜けたそうにしてる）|（キャンディーソードはなんだかすまなそうだ）
object_whitedaystoneprop.3	すでに剣を抜いています。
object_wishtree.1	紙を入れると、願い事を書くことが出来る。\nまた、探検で手に入れた「願い事の紙」を入れると、プレゼントをもらうことが出来る。
object_wishtree.2	願い事の紙が昇華している最中だ。
object_wishtree.3	おみくじをくくりつけた。
object_wishtree.4	紙を入れると、願い事を書くことが出来る。\n願い事の紙を入れると、プレゼントをもらうことが出来る。
object_wishtree.5	願い事の紙が昇華中でない時のみ、紙をくくりつけることが出来る。
object_wishtree.6	願い事の紙が昇華中でない時のみ、プレゼントを交換することが出来る。
object_wishtree.7	願い事の紙が昇華中でない時のみ、おみくじをくくりつけることが出来る。
object_wishtree.8	願い事の紙が昇華している最中だ。
object_wishtree.9	願い事の紙が、昇華して天に飛んで行きはじめた。
party.13	[合奏] {0}
pettrainingkit.1	ペットを呼び出して使用しなければなりません。
pettrainingkit.2	行動不能なペットには使用できません。
pettrainingkit.3	現在呼び出したペットには合わない訓練キットです。
pettrainingkit.4	{0}に訓練が適用されました。
pettrainingkit.5	{0} スキル +{1} ランク
pettrainingkit.6	{0} スキル {1} ランク
plw_pvpdescmgr.1	순위 목록을 받아오지 못했습니다.
plw_pvpdescmgr.2	순위보기
plw_pvpdescmgr.3	순위 목록을 받아오지 못했습니다.
plw_pvpdescmgr.4	순위보기
promotionevent.1	Earned {0} bonus points!!!
promotionevent.2	{0} points gained.
promotionevent.3	Earned {0} bonus points!!!
promotionevent.4	{0} points gained.
promotionevent.5	{0} points gained.
promotionevent.6	{0} points gained.
promotionevent.7	Earned {0} bonus points!!!
promotionevent.8	{0} points gained.
promotionevent.9	{0} points gained.
promotionmgr.1	Advancement Tests are being conducted. The skills in progress are:
promotionmgr.2	The Advancement Test has been completed.
promotionmgr.3	Because the test was not performed within the time limit, \n{0} {1} training value was lost.\nThe results are as follows.\n\nAbility Points {2} increase\n{3} Returned to rank\nTraining {4} decreased
promotionmgr.4	Because the test was not performed within the time limit, \n{0} {1} training value was lost.\nThe results are as follows.\n\nTraining {2} decreased
promotionmgr.5	Remaining recruitment time: {0}
promotionmgr.6	Number of challengers: {0}
promotionmgr.7	Because the test was not performed within the time limit, \n{0} {1}training value was lost.\nThe results are as follows.\n\nAbility Points {2} increase\n1 Returned to rank
promotionmgr.8	{0} Applied for the Advancement Test with gold.
promotionmgr.9	Today, Advancement Tests are being held in Emain Macha. The following skills are available for the exam.
promotionmgr.10	{0} Advancement Test completed.
promotionmgr.11	{0} hours {1} minutes
promotionmgr.12	{0} hours {1} minutes
promotionmgr.13	From {1} to {2}, Advancement Tests are to be held in Emain Macha. The following skills are available for the exam.
promotionmgr.14	Currently, Advancement Tests are being conducted at all sites.\nYou will be able to take the exam after the next recruitment.
promotionroom.1	Life
promotionroom.2	Combat
promotionroom.3	Magic
promotionroom.4	Other
promotionroom.5	Start the exam.
promotionroom.6	{0} time remaining
promotionroom.7 {0} until the test begins.
promotionroom.8	The exam is over.\nYou will move to the lobby in {0} seconds.
promotionroom.9	Advancement Test success!
promotionroom.10	Advancement Test was a huge failure...
promotiontest.1	{0} until the test begins.
promotiontest.2	Take this time to set up skill hotkeys.
promotiontest.4	{0} until the test begins.
promotiontest.5	Take this time to set up skill hotkeys.
promotiontest.6	Current Score: {0}
questcomponent.1	Shadow Mission Party
questcomponent.2	A shadow mission is already in progress.
questcomponent.3	Your level is too low.
questcomponent.4	Only the party leader can accept missions.
questcomponent.5	The Shadow mission quest has failed and cannot be given to you.\n If you have tried to reach this with normal means please Contact GM!
questcomponent.6	Unable to accept shadow mission.
questcomponent.7	The Shadow mission quest has failed and cannot be given to you.\n If you have tried to reach this with normal means please Contact GM!
questcomponent.8	パーティーリーダーのみ掲示板に登録できます。
questcomponent.9	Party does not exist.
questcomponent.10	No shadow missions in progress.
questcomponent.11	Shadow mission information error.
questcomponent.12	ミッションに必要なアイテムがありません。
questcomponent.13	You still need {0}.
questcomponent.14	Unable to receive the shadow mission.
questcomponent.15	퀘스트 디스크립션을 리로딩합니다.
questcomponent.16	이벤트 중이 아니므로 그림자 미션을 받을 수 없습니다.
questcomponent.17	エリートミッションを受けると、\n{0} アイテムがなくなり、\nミッションを放棄しても復旧されません。
questcomponent.18	エリートミッションを遂行するためには、専用通行証が必要です。\nエリートミッション通行証は、影の世界の宝箱から手に入ります。
questcomponent.19	誤ったミッションです。
questcomponent.20	エリートミッションを遂行するためには、専用通行証が必要です。\nエリートミッション通行証は、影の世界の宝箱から手に入ります。
questcomponent.21	今日のミッション
realtimemessagefilter.1	입력하신 문장에 허용되지 않는 단어가 포함되어 있습니다.
ruin.1	유적이 열려있지 않습니다
ruin.2	この遺跡に捧げることの出来ないアイテムだ。
ruin.3	この遺跡に捧げることの出来ないアイテムです。
scriptcharacteretc.1	character.CreateDecal() : この関数はdevelopmentモード専用です。リリースバージョンでは作動しません。
scriptcharacteretc.2	character.FindDecal() : この関数はdevelopmentモード専用です。リリースバージョンでは作動しません。 
scriptcharacteretc.3	character.DestroyDecal() :この関数はdevelopmentモード専用です。リリースバージョンでは作動しません。
scriptcharacterevent.1	오랜만에 에린에 돌아와주셨군요!\n감사의 마음을 담아 작은 선물을 준비했습니다.\n인벤토리에서 퍼펙트 스킬 언트레인 캡슐을 확인해보세요.\n\n새롭게 시작된 네번째 챕터와 함께\n언제나 즐거운 모험이 되시기를 바랍니다.
scriptcharacterevent.2	마지막으로 마비노기를 플레이한 시간은\n{0}년 {1}월 {2}일 {3}시 입니다.
scriptcharacterevent.3	오랜만에 에린에 돌아와주셨군요!\n감사의 마음을 담아 작은 선물을 준비했습니다.\n인벤토리에서 퍼펙트 스킬 언트레인 캡슐을 확인해보세요.
scriptcharacterevent.4	마지막으로 마비노기를 플레이한 시간은\n{0}년 {1}월 {2}일 {3}시 입니다.
scriptcharacteritem.1	{0}{이} 사라졌습니다.
scriptcharacteritem.2	{0}{이} 사라졌습니다.
senmagbattleground.1	{0}점 획득하여 현재 {1}점.
senmagbattleground.2	{0}점 획득하여 현재 {1}점.
senmagbattleground.3	{0}점 잃어서 현재 {1}점.
senmagbattleground.4	길드 점수 {0}점 획득하여 현재 {1}점.
senmagbattleground.5	내 점수 {0}점 획득하여 현재 {1}점.
senmagbattleground.6	전장에 입장하였습니다.
senmagbattleground.7	'{0}'님이 전장에 들어왔습니다.
senmagbattleground.8	깃발을 새로 받게 되어, 생명력이 50% 회복되었습니다.
senmagbattleground.9	깃발을 받았습니다.
senmagbattleground.10	'{0}'님이 깃발을 새로 받았습니다.
senmagbattleground.11	잠시후 센마이 평원에서 길드전이 시작될 예정입니다. 등록을 마치신 길드의 길드원들은 속히 입장해 주시기 바랍니다.
senmagbattleground.12	센마이 평원에서 길드전이 시작되었습니다. 길드전 도중에도 등록된 길드의 길드원은 길드전에 합류하실 수 있습니다.
senmagbattleground.13	이번 길드전의 우승 길드는..............................  '{0}' 길드입니다! {1}점을 획득하여 우승하셨습니다. 축하합니다!!!
senmagbattleground.14	이번 길드전의 우승 길드는 없습니다.
senmagbattleground.15	센마이 평원에서 있었던 길드전이 종료되었습니다.
senmagbattleground.16	길드가 우승하여 '{0}' 타이틀을 얻었다.
senmagbattleground.17	'{0}' 타이틀을 더 이상 사용할 수 없게 되었다.
senmagbattleground.18	행동불능이 된 상태에서 깃발을 받았으므로, 20초 후에 자동 부활 처리됩니다.
senmagbattleground.19	길드전이 정식으로 시작되었습니다.
senmagbattleground.20	길드전이 정식으로 시작되었습니다.\n지금 센마이 전장에 가시면 길드전에 합류하실 수 있습니다.
senmagbattleground.21	오늘 저녁 8시에 길드전이 시작될 예정입니다. 참가를 원하는 길드의 길드장은 던바튼의 '에반'에게 신청해 주시기 바랍니다.
senmagbattleground.22	현재 길드전이 진행중입니다. 신청하신 분들인 속히 '센마이 평원 전장'으로 가시기 바랍니다.
serverauctionmgr.1	{0}アイテムを落札しました。
serverauctionmgr.2	{0}アイテムがより高値で入札されました。 
serverauctionmgr.3	{0}アイテムが より高値で入札されたため、入札金{1} Goldが返還されました。
serverauctionmgr.4	競売人クリアナ
serverauctionmgr.5	To. {0}様\n\nこんにちは。\nタラ競売場で入札された\n{1}アイテムがより高値で入札されました。 \n\n入札された金額{2}Goldは\n私が保管していますので、お時間のある際にお立ち寄りください。\nでは、次の競売でお会いしましょう。\n\n<b>From. 競売人 クリアナ</b>
serverauctionmgr.6	まもなく{0}時から{1} タラ競売場で{2}アイテムの競売が始まります。ぜひご参加ください。 
serverauctionmgr.7	只今よりタラ競売場で競売が始まります。
serverauctionmgr.8	タラ競売場で今日の競売が終了しました。
servercapturetheflagmgr.1	5分後にCapture the flagイベントが終了します。
servercapturetheflagmgr.2	トゥガルドアイル南でCapture the flagイベントが始まりました。
servercapturetheflagmgr.3	ほか {0}名
servercapturetheflagmgr.4	({0}点)
servercapturetheflagmgr.5	なし
servercapturetheflagmgr.6	Capture the flagイベントが終了しました。レッドチーム  {0}点 : ブルーチーム {1}点      最高得点者 : レッドチーム {2}   ブルーチーム {3}
servercapturetheflagmgr.7	Capture the flagが終了しました！点数 {0}点、守備ポイント {1}点、奪取ポイント  {2}点を獲得しました！ (チーム最高点数 {3}点 / 最高守備 {4}点 / 最高強奪 {5}点)
servercapturetheflagmgr.8	Capture the flag
servercapturetheflagmgr.9	トゥガルドアイル南
servercapturetheflagmgr.10	5分後に{0}イベントが終了します。 
servercapturetheflagmgr.11	{0}で{1}イベントが始まりました。
servercapturetheflagmgr.12	{0}をもらいました。
servercapturetheflagmgr.13	{0}イベントが終了しました。レッドチーム {1}点 : ブルーチーム {2}点      最高得点者 : レッドチーム {3}   ブルーチーム {4}
servercontestmgr.1	志願者を見つけられません。
servercontestmgr.2	現在 {0}で {1}を開催中です。大会参加人員 : {2}名
servercontestmgr.3	現在 {0} {1}で {2}を開催中です。
servercontestmgr.4	現在 {0}で {1}の授賞式を開催中です。\t
servercontestmgr.5	{0}等 : {1}\t
servercontestmgr.6	現在 {0} {1}で {2}の授賞式を開催中です。\t
servercontestmgr.7	1時間後に {0}で {1}が開かれます。
servercontestmgr.8	1時間後に {0} {1}で {2}が開かれます。
servercontestmgr.9	30分後に {0}で {1}が開かれます。
servercontestmgr.10	30分後に {0} {1}で {2}が開かれます。
serverdonationmgr.1	レザール
serverdonationmgr.2	エリネド
serverdonationmgr.3	ダンカン
serverdonationmgr.4	キース
serverdonationmgr.5	エヴァン
serverdonationmgr.6	- 第{0}回 -
serverdonationmgr.7	{0}位 : {1}/{2}
serverdonationmgr.8	寄付金総額 : {0}
serverdonationmgr.9	=====寄付情報=====
serverevent.1	そりに乗った状態では移動することができません。
serverevent.2	パーティーリーダーのみ影の世界進入を決定できます。
serverevent.3	現在モンスターサーバーに問題があり、\n影の世界に入ることができません。
serverevent.4	現在モンスターサーバーに問題があり、\n影の世界に入ることができません。
serverevent.5	プレイ時間が超過しているため、影の世界に入ることができません。
serverevent.6	影の世界に進入できません。\nしばらくしてから再び試してください。
serverfamilymgr.1	{0}さんがファミリーを脱退しました。
serverfarm.1	農場資産管理人ブラット
serverfarm.2	耕作報告書が発送されました。
serverfarm.3	耕作報告書が発送されました。
serverfarm.4	水やり
serverfarm.5	害虫駆除
serverfarm.6	肥料まき
serverfarm.7	農場資産管理人ブラット
serverfarm.8	耕作報告書が発送されました。
serverfarm.9	耕作報告書が発送されました。
serverfarm.10	{0} {1} キャラクターの{2}耕作地が見つかりません。 
serverfarm.11	{0} 収穫物アイテム生成に失敗しました。 classId: {1}, itemCount : {2}, Owner : {3}
serverfarm.12	{0} - 畑賃貸失敗 (id:{1}, error:{2})
serverfarm.13	{0} - 畑満了失敗 (id:{1}, error:{2})
