ego.1	Soc
ego_male_sword.45	私の名前は{0}…<br/>どんな名前になったとしても、これは契約の証だ。<br/>おまえがつけた名前はおまえが私の主人である<br/>証でもある。<p/>私はいつもおまえの力になりたい。<br/>私が成長する鍵はおまえが握っているから<br/>私の言葉に耳を傾けてくれ。|時々おまえが私を気にかけない時は<br/>もしかしてこのまま捨てられるのではないかと<br/>思う時がある…。<p/>もちろん私の取り越し苦労だろう。<br/><face name='smile2'/>ふふ…気にするな。|武器に宿った精霊は<br/>主人が気を使う限り、<br/>外部について多くのことを<br/>習得できる。<p/>単純なアイテムだとしても、<br/>それを作るために関わった<br/>幾多の人の考えと情緒、<br/>信念と努力がしみ込んでいるから。<p/>もちろんそれが加工される前の<br/>自然界のいろいろな話も…。<p/>とても小さくて些細なものひとつでも<br/>そのような多くの情報があるから<br/>自然の力というのは驚きだ。|時々おまえが行動不能になると<br/>このまま、主人を失うのではないかという<br/>気がする時もある。<p/>世界も人もすでに変化したのに<br/>そんな気がするのは<br/>やはり昔の記憶が少しは<br/>残っているのだろうか？<p/>…おまえがミレシアンで<br/>良かったと思う。|いくら多くの知識を習得しても<br/>人はやはり理解しにくい生物だが…<br/>それでもおまえについては<br/>少しでも多くを理解したい。<p/>それは…行き過ぎた欲なのだろうか。
ego_male_sword.46	おまえと会ってからかなりの時間が流れた…<br/>これほど長い間、人と関係を結び<br/>付き合うのも久しぶりだ。<p/>…嫌だということじゃない。<br/>おまえが私の主人である点については<br/>私も不満はない。<p/>…いや、ありがたい…というべきだろうか。|<username/>…おまえはいつも私にだけ<br/>あれこれと聞くが…。<p/>おまえは私についてどのように考えている？<p/>いや…大した意味はないのだが…<br/>私がおまえにどれくらい<br/>役に立っているのか気になったからだ。<p/>役に立っているのならいいのだが…<br/>そうでなければ…。<p/>…そんなことはないと思いたいのだか。|最近の生活はどうだ？<br/>主人の生活が多様で新しいほど<br/>精霊が得られる情報も多様になるから…。<p/>もちろん、おまえが楽しく生活しているのなら<br/>情報の有無とは関係なくうれしいことだ。|武器の精霊は武器に宿る存在なので、<br/>人との関係がなくては存在できない。<br/>それほど、人なくしては<br/>何の意味もない存在だともいえる。<p/>どうしてこんなにも人と近い関係の精霊が<br/>作られたのか気になる時もあるが…。<p/>おまえのような人と出会えたことを考えると…<br/>それほど、悪いことではないようだ。|またほかの精霊と比べて私は<br/>どうしてこんなに暗い雰囲気なのかと<br/>気にする人が多いようだが…。<p/>…暗いと思った事はない。<p/>笑い慣れていないだけなのだ。<br/>性格が暗いわけじゃない。<p/>…言い訳のように聞こえるか。<br/>忘れなさい。|主人の外見や年齢が大きく変わっている時は<br/>いくら私でも驚かされる。<p/>それが転生だというのを知る前までは<br/>私も知らぬ間に主人が変わったのかと<br/>心配になったこともあった。<p/>……。<p/><face name='bad1'/>…笑わないでくれ。|時々考えることだが…<br/>私を初めて得た時のこと、<br/>今も覚えているか？<p/>おまえが生きている間は<br/>私もそのことを忘れることはないだろうが…<br/>おまえがいなくなってしまったら、<br/>私はその記憶をまた忘れるのだろうか。<p/>おまえほどの面白い主人に<br/>また出会えるとは思えないからなのか、<br/><face name='good'/>今の記憶を失ってしまうのが…とっても残念だ…。
ego_male_sword.47	私はどう答えていいのかがわからない。<br/>この世界についてなら、<br/>精霊の私よりは人のおまえの方が<br/>より多くのことを知っているのではないだろうか。
ego_male_sword.48	もしかして、精霊はすべて同じ顔を<br/>していると思うのか…？<br/>ほとんどの精霊は自身が宿った武器によって<br/>外見が決まる。<p/>それはその武器を作る時に宿った念願と<br/>その武器が使われてきた歴史によって<br/>自然についたイメージだともいえる。<p/>同じ種類の武器は大抵、同じ念願と<br/>似たような歴史を持っている。似たような構造と<br/>似たような活用法も…。<p/>そのため、同じ武器に宿った精霊の姿は<br/>似たように見える。<br/>しかし、実際には同じではないというのを覚えておけ。
ego_male_sword.49	人達のなかにはひとりの精霊と契約しているのに<br/>また別の精霊武器を手に入れたいという。<br/>しかし、人が一度に契約できる精霊の数は<br/>ひとりがせいぜいだ。<p/>その上、いったん精霊との契約が終わってしまうと<br/>その精霊は最初の封印されていた状態に戻るので<br/>その時までの記憶と知識もすべて失われてしまう。<p/>…その度にどれだけ多くの精霊が<br/>再び封印されたかは言わないことにしよう。<br/>だが、人の欲というのは計り知れない<br/>ということだけは知っておいてくれ…。
ego_male_sword.50	精霊と人が同じ行動を共有するのは難しい。<br/>スキルも同じだ。<p/>私がおまえに教えるほどのものはない。<br/>おまえが手に入れる力についてちょっとだけのヒントなら<br/>与えられるかもしれないが…。
ego_male_sword.51	私を得るためにおまえが多くの苦労をしたことはわかる。<br/>どんなことでも本気で没頭すると<br/>必ずその補償が訪れるものだ。<br/>だから、私の存在がおまえの行動に対しての補償だといってもいいだろう。
ego_male_sword.52	何のことか…今はわからない。
ego_male_sword.53	色々とごちゃごちゃしたものを売るそうだな。<br/>必要ないものがあるならこのような所に<br/>売っぱらってもいいのでは。
ego_male_sword.54	人は生きていくためになんであんなに<br/>多くのものが必要なのかがわからない…<br/>それが全て必要だから雑貨屋のような場所があるのだろ？<p/>不便そうでもあるし、面白そうでもある…<br/>人というのは不思議な生物だ。
ego_male_sword.55	商店か…？<br/>まだよくわからない。
ego_male_sword.56	食料品を売る店…<br/>人は食べないと生きられない生物だから<br/>重要な場所なのだろう。
ego_male_sword.57	商店で買ってすぐ食べる人もいるが<br/>料理をして食べる人もいるな。<br/>栄養を取ることさえ文化にするなんて<br/>考えれば考えるほど人は面白い存在だ。
ego_male_sword.58	よくわからないので…<br/>教えてくれないか？<p/>物に宿っている知識を私に渡せば<br/>私もいつかは答えられるようになるだろう。
ego_male_sword.59	おまえが剣を扱う者ならば、<br/>ヒーラーの家は大変お世話になる場所だから<br/>位置を覚えておくのがいい。<p/>もちろん熟練の剣士であれば、<br/>可能な限り傷つかないようにするべきだが。
ego_male_sword.60	治療のためのポーションや包帯、<br/>復活に使うフェニックスの羽などは<br/>常備しているのだろう？<p/>剣士ならいつも準備万端の状態で<br/>あることが重要だと思う。<br/>どんなことがあっても<br/>すぐに対応できるようにな。
ego_male_sword.61	よくはわからないが<br/>必要なら私に教えてくれ。<br/>どうすればいいかはもう知っているだろ？
ego_male_sword.62	人も休憩場所が必要なように<br/>剣もやはり鞘が必要だ。<br/>いい武器は保管にも気を使うのが重要だ。
ego_male_sword.63	私としてはおまえの腰にぶらさがっているのだけで<br/>十分だと思うが…。<p/>…人はそれがだめだからちょっと不便だな。
ego_male_sword.64	何のことかよくわからない。<br/>詳しく説明してくれないか…？
ego_male_sword.65	お金が必要な人は銀行に行けばいいというが…<br/>お金がないのか？<br/>それじゃ、銀行に行ってお金を持ってくるようにしろ。<p/>…私が何か変なことでも言ったか？
ego_male_sword.66	自分のものを他人に預けておくために<br/>手数料を払わなければならない概念はかなりおもしろいと思う。<br/>おかげで銀行という所が維持できるのだろうが。
ego_male_sword.67	聞いた気もするが…よくわからない。<br/>もうちょっと知識を増やさなければならないようだ。<p/>知識が宿っている色々なものを私に吸収させてくれ。<br/>そうすれば新しい経験を習得できるから。
ego_male_sword.68	まさか私を鍛冶屋に預けるつもりじゃないだろ？ <br/>どんな繊細の手だとしても<br/>精霊を人の手で扱う事はできない。<p/>私の体をきれいに保ちたかったら<br/>私の力を補充させることだけで十分だ。
ego_male_sword.69	一般的に人が使う武器と<br/>精霊が宿る武器は全く構造が違う。<br/>鍛冶屋のような所で買えるのとは<br/>次元が違うと考えてもいい。<p/>外側はもののように見えるが<br/>我々は生命体だ。<br/>それだけに大事にしてくれればと思う。
ego_male_sword.70	ただ休むだけなのに<br/>どうしてスキルが必要なのかよくわからないが…<br/>必要だというから覚えておくのがいいだろう。
ego_male_sword.71	休憩のためのスキルといったなあ。<br/>人にとって休憩というのは<br/>我々が力を回復するのと<br/>同じ意味だと理解している。
ego_male_sword.72	十分な休憩は次の戦闘とか<br/>新しく対処しなければならない状況のためにも<br/>必ず必要なことだ。<p/>休める時に十分休んでおくのも<br/>剣士たる者なら忘れてはならない<br/>徳の中のひとつだというのを忘れるな。
ego_male_sword.73	う～む…わかったが、べつに重要ではないようだ。
ego_male_sword.74	私とは別に関係の無いスキルのようだが…<br/>矢を撃つものには必要だろう。
ego_male_sword.75	いくらいい剣を持っていても<br/>投げられないことを忘れるな。<p/>…たわいのない説教だが。
ego_male_sword.76	私とはあまり関係のない単語のようだが…<br/>知っておく必要があるのなら教えてくれ。
ego_male_sword.77	弓は補助武器にすぎない。<br/>剣とは比べものにならないと思う。
ego_male_sword.78	弓もいい武器ではある。<br/>しかしすべての武器の基本は剣だということに<br/>異議を唱える人はいないだろう。<p/>…まさか剣に関心がなくなったわけじゃないだろ？
ego_male_sword.79	音楽…？<br/>おまえが言ってことと、私が知っていることが<br/>同じことを指しているかはわからんが…。
ego_male_sword.80	音楽を作り出すスキルなんだろ…<br/>私にとってもっとも美しい音楽は<br/>剣の響きだが…人には違うのだろう。
ego_male_sword.81	音楽を演奏する人々は戦闘について<br/>よく思ってないという話があるな…。<p/>平和な世界が人にとって<br/>より生きやすい世界だというのはわかるが<br/>果たして何の力もなく本当の平和というものが<br/>手に入れられるのだろうか？<p/><face name='smile2'/>…万が一、本当にそうであるなら<br/>いつでも私を封印していい。
ego_male_sword.82	え～っと…それは何だ？
ego_male_sword.83	音楽を演奏する楽器の中のひとつだ。<br/>…知識を深めてもそれを感じられないのは<br/>ちょっと残念なことだが。
ego_male_sword.84	たまにリュートを武器に使う<br/>無知な人がいるようだが…。<p/>どうか剣は剣らしく、<br/>楽器は楽器らしく使ってほしい…。
ego_male_sword.85	よくわからない内容だ…<br/>会話するのに必ず必要なのか？
ego_male_sword.86	音楽を作るスキルだというのは知っているが…<br/>私とはたいして関連がないので。
ego_male_sword.87	何かを作るというのは<br/>人が持つ特別な才能だと思う。<br/>精霊はあるがままに存在するだけだから…<br/>そういう面では人が少しうらやましい。
ego_male_sword.88	私とはたいして関係のないスキルのようだが…<br/>知っておく必要があるのなら教えてくれ。
ego_male_sword.89	う～ん…私が必ず説明しないとだめなものか？ <br/>私は剣の精霊なので、<br/>何かを作り出すことについては<br/>理解するのも、説明するのも難しくて…。<p/>私の知っていることを説明したとしても<br/>特別、役には立たないだろう。
ego_male_sword.90	服作りか…<br/>剣がそこに関連する事はあまりないが<br/>人には重要なスキルのようだな。<p/>何かを自ら生産できるのは<br/>人が持つ最も優れた能力だと思う。
ego_male_sword.91	どんなものだったかな…？<br/>私と関係のないものにはそれほど…。
ego_male_sword.92	どんなものか知ってはいるが…<br/>私とはそれほど関係のないスキルなので…。
ego_male_sword.93	マグナムショットスキルは弓を持つものが使える<br/>洗練されたスキルの中のひとつだと理解している。<br/>しかし私は剣の精霊だから…<br/>そんなことは私より弓の精霊がもっとよく知っているのでは。
ego_male_sword.94	言葉のとおり相手の力を利用するスキルだ。<br/>まだ習得していないとは思えないが…。
ego_male_sword.95	反撃は非常に重要なスキルだ。<br/>もしまだ習得してないのなら必ず身につけた方がいい。<br/>強い相手であるほど、自分だけの力で倒すよりは<br/>相手の力を利用するのが有効だ。
ego_male_sword.96	無謀に力だけで戦うとするのは<br/>むしろ自分自身を傷つけることになる。<br/>カウンターはそのような技術より一段階上のものである。<p/>万が一自分の攻撃が思い通りに通じない相手が<br/>現れたと思ったら、<br/>まずカウンターを試してみるのもいいだろう。<br/>意外な効果を与えられることに驚かされるはず。
ego_male_sword.97	いいスキルだ。<br/>マスターするのは大変そうだが、<br/>最後まで習得しておくことを薦める。
ego_male_sword.98	スマッシュは相手の急所を狙って<br/>一度に大ダメージを与えるスキルだ。<br/>自分の防御力が弱いと思う時は<br/>相手を倒すことに専念しろ。それが生き伸びる方法だ。<p/>攻撃は最善の防御。<br/>忘れないように。
ego_male_sword.99	大きな力がなくとも敏捷な動きで敵のスキを<br/>狙えるのなら敵に大打撃も与えられる。<br/>スマッシュの基本極意はそこにある。<p/>もし自分の力が足りないと思うのなら<br/>敏捷性をあげるとか急所を狙う練習をしてみろ。<br/>おそらく役に立つだろう。
ego_male_sword.100	なんのことだ…？
ego_male_sword.101	人はそんな事に価値があると？<br/>人には困ったものだな。
ego_male_sword.102	まだ、そんな事を言っているのか。<br/>そんな暇があったら、私の力になるものを持ってきて貰いたいものだ。<p/>そもそも、何を期待して私にそんな事を言うのだ？
ego_male_sword.103	もっとも基本的な生産活動だ。<br/>お腹がすいたら木をたたくとか鶏から<br/>卵を手に入れるようにしてみろ。<p/>…精霊剣を手に入れるほどのおまえだから<br/>そんなことくらい知らないはずないが。
ego_male_sword.104	普通は食事のため何かを集める行ためを言う。<br/>剣の収集も似たようなものだと考えていいのだろうか。
ego_male_sword.105	時々採集するのに剣を使う人がいるというが…<br/>おまえはそんな無知なまねはしないだろうな。<br/>私でそんなことをされると困る。<br/>非常に不愉快なことだから。
ego_male_sword.106	人が多く集まる所…<br/>うるさいのはあまり好きではないが、<br/>おまえが行くならついて行かねば。
ego_male_sword.107	広場は人が多く集まるから<br/>情報を得るとか、ものを売買する際に便利だという。<br/>機会があれば行ってみるのはどう？
ego_male_sword.108	ものの流通とか相場、人々の話を聞くと<br/>今後の社会について予測することができる。<br/>そのような部分は精霊が持てない<br/>人だけの長所だろう。
ego_male_sword.109	<face name='surprise'/>ティルナノイ…？<br/>何のことだ、おまえたちはすでに…。<p/><face name='bad2'/>…いや、忘れろ。
ego_male_sword.110	<face name='worry2'/>人達はみなティルナノイのような楽園を<br/>望んでいるようだが…<br/>果たしてそこが本当に楽園なのか？<p/><face name='normal'/>私にはよく理解できないな。
ego_male_sword.111	永遠の若さと永遠の幸せの地というが…<br/>若さと幸せというものが永遠だということに<br/>どんな意味があるのだ？ <p/>精霊の私としてはよく理解できない部分だ。<br/>時にあるものは永遠でなく<br/>消えるがために価値があるはずなのに…。
ego_male_sword.112	人の歌をいう。<p/>…これは忘れていなかったな。
ego_male_sword.113	業績というのは結局消えゆくものなのに<br/>歌で残すことにどんな意味があるのだろうか。<br/>それは人が有限な存在だからなのか？<br/>記録に執着するというか…そんな所。
ego_male_sword.114	私のような精霊に歌のようなものは意味がない。<br/>しかし誰かに永遠に記憶されることを望むのなら…。<p/><face name='smile2'/>…私がおまえを記憶してやってもいいだろう。
ego_male_sword.115	何を言っているのかよくわからない…<br/>アイテムを通して教えてくれないかな？
ego_male_sword.116	貯水池はゴミでいっぱいだと聞くが<br/>あれはどこから来るのか？<p/>ゴミが自然発生するという話は<br/>聞いたことがないから<br/>間違いなく誰かが捨てているということなんだが…。
ego_male_sword.117	水の中に捨てられた剣の話を聞いたことがある。<p/><face name='bad1'/>…おそらくむごたらしかったろう。
ego_male_sword.118	どんなことを言っているのかよくわからない。<br/>まだこの世界についての知識が<br/>それほど回復してなかった。
ego_male_sword.119	剣を扱うものが農耕地に関心を寄せて<br/>何をするというのだ…？<br/>農耕でもする考えでなければ<br/>あまり生産的な質問ではないな。
ego_male_sword.120	いくら小さい農耕地だとしても<br/>誰かが努力と真心を込めて作り出した<br/>立派な生産品だ。<p/>他人が勝手にそれを破壊してもいいものだろうか。<br/>もう一度考えるべきだろう。
ego_male_sword.121	ウィンドミルなら多数の敵に囲まれた時…。<p/><face name='surprise'/>…スキルじゃなくて？<br/>う～ん、私が間違えて覚えていたみたいだ。
ego_male_sword.122	風車は小麦粉を手に入れるため<br/>麦を挽く道具…。<p/>理論的にはわかるが、ぱっと浮かぶ言葉じゃないな。<br/>直接行って挽いてみるのはどうだ？
ego_male_sword.123	風車は風の力を利用して<br/>人には困難な仕事をしてくれる道具だと聞いた。<br/>自らの力で解決できないことに対して<br/>あきらめずに努力し続ける点が人の良い所だ。
ego_male_sword.124	…いろいろな意味で<br/>誤解しやすい名前のようだ。
ego_male_sword.125	川を渡る時は気をつけるように…<br/>水につくのはぞっとする。
ego_male_sword.126	聖人の名前をつけた小川だというが…<br/>名前というのは事物の特性を現すのと同時に<br/>それ自体の力を現するものだが<p/>どうしてそのような所にまったく関係のない<br/>人の名前がつくのか時々<br/>理解しがたい。
ego_male_sword.127	村長というのと家というものが<br/>何の関係があるのか？ <br/>…よくわからん。
ego_male_sword.128	歳をとり尊敬に値する人を選び抜き<br/>その村の代表として村長をさせるというが…。<p/>人達は歳をとると自然に賢くなるのだとな？<br/>ある意味うらやましい面だ。
ego_male_sword.129	村長というのは村を代表する人で、<br/>村長の家というのはその人が住む所をいうんだろ。<p/>でも、地域と慣習と政治体制によって<br/>村長を別の名前で呼びもするんだとか。<br/>領主であるとか、国王さまであるとか…。<p/><face name='surprise2'/>…うん？ 私が何かおかしなことを言ったか？
ego_male_sword.130	神の声を聞く場所だと理解している。<br/>しかし…実際に聞くことができるだろうか？<br/>人は自然の声も<br/>ちゃんと聞けないんじゃないか。
ego_male_sword.131	人達は宗教を重要視しているようだ。<br/>どうして聖堂という単純な場所が<br/>宗教と同じくらいに神聖視されるのかは<br/>よくわからないが…。<p/>それもやはり人の特性だといえるのだろ？
ego_male_sword.132	宗教がどんな意味を持つのか<br/>考えてみたことはあるか？ <br/>精霊は自らの道を裏切らず、<br/>苦悩することもない。<p/>そのようなことに苦悩するのは人だけ、<br/>その答えを自ら見つけられない者が<br/>ひとつの答えとして見つけ出すのが宗教だと思う。<p/>進むべき道を自ら見つけ出せるのであれば<br/>他の誰かに訊ねる必要もないだろう。<br/>自分の信念のみが必要になるだけだ。<br/>これは精霊である私の考えに過ぎないかも…。
ego_male_sword.133	私がそれについて知らなければならないのか…？<br/>必要ない知識でなければ<br/>アイテムに宿った経験を私に渡してくれ。<br/>そうすれば私もその知識を手に入れられるようになるから。
ego_male_sword.134	学校なら人達が万物と思想について学ぶという<br/>教育機関だろ。<br/>精霊と人は経験のつみ方に違いがあるので<br/>私がたくさんのことを話すのは難しそうだ。<p/>学校について調べたいのなら、<br/>おまえがそこに直接行って<br/>実際に経験してみるのがいいだろう。
ego_male_sword.135	学校に行くとたくさんの友達に会えるんだろ？ <br/>精霊には友達というに値するものがないから<br/>どんな感じなのかはわからないが、<br/>私とおまえの関係のようなものだと考えてもいいだろ。<p/>1人だけで多くの経験を手に入れようとしないで<br/>他の人の力を借りてみるのもいいだろう。<br/>直接注入しなくても学習ができるというのは<br/>人の素晴らしい点のひとつだ。
ego_male_sword.136	何のことかよくわからないな。<br/>私が知っておかなければならないことなら<br/>それに関連したアイテムを私に渡してくれ。
ego_male_sword.137	音楽を書く紙だという。<br/>楽器演奏に使うのではないか…？
ego_male_sword.138	芸術は人だけが持つ特徴のひとつだ。<br/>決められた形で音楽を演奏するのも<br/>人だけが持った特徴だ。<p/>自然より流れ出る音楽と<br/>節度の中でつくられた人の音楽…<br/>どちらがより優れているとは言えないだろう。
ego_male_sword.139	人の仕事を助けて代わりに代価を受け取ることを<br/>アルバイトと言うそうだ。<p/>クエストと違う点が何かはわからないが…<br/>剣を使わなくてもいい仕事が多いというのが違いだろうか。
ego_male_sword.140	剣士ができるアルバイトは主に<br/>外側の地域ででも探すことができるという。<p/>あまり仕事のない村ではそうするほかないだろ…。
ego_male_sword.141	授業というと学校で聞くことだと理解しているが…<br/>私が勘違いしているのか？
ego_male_sword.142	私がおまえにしてやれるほどの授業はない。<br/>私はおまえの助力者にすぎず、先生ではないから。<br/>それでも何かを学びたいというなら<br/>直接戦闘に飛び込んでみろ。<p/>剣から学べるものは<br/>直接剣を振り回さなければ手に入れられない。
ego_male_sword.143	多くの敵に囲まれた時<br/>難関を打開するため、必ず必要なスキルだ。<br/>まだ学んでなかったら絶対に学んでおくようにしろ。
ego_male_sword.144	ウィンドミルは自分自身の体力を削って<br/>多数の敵に攻撃をするスキルだ。<br/>激しく体を動かすために<br/>重心がしっかりしてなければならない。<p/>どうせなら軽い武器よりは<br/>重い長剣を利用して使う方が優勢だろう。
ego_male_sword.145	防御は考えず、まず包囲から逃れる<br/>緊急時に使う技術のため<br/>むしろ諸刃の剣になる可能性がある。<p/>もしウィンドミルを使わなければならない場面なら<br/>逃走ルートの確保と体力に<br/>注意を傾けるのがいいだろう。
ego_male_sword.146	火を起こすことをいうのか…？<br/>それがどんな点で重要なのかは<br/>よくわからない。
ego_male_sword.147	休憩のためのスキルだという。<br/>人にとって休憩というのは<br/>私たちにとって本体の力を回復するのと<br/>同じ関係だと理解している。
ego_male_sword.148	私が精霊でなければ…<br/>キャンプファイアの周りでおまえと一緒に<br/>音楽を聴いて話をするのも可能だろうか。<p/><face name='smile2'/>…このような話をするとは<br/>私もちょっとおかしくなったようだ。
ego_male_sword.149	どんな所か忘れてしまったようだ。<br/><username/>、おまえが教えてくれるよな？
ego_male_sword.150	自然から直接エネルギーを得られないとは<br/>人や動物は不便だと思う…。
ego_male_sword.151	精霊は自然そのものと同じだから<br/>特別に食事は必要ないが…。<p/>代わりに同じ種類の武器を吸収することにより<br/>知識を得ることができる。<br/>教育と食事が同じ方式だといえるだろうか？<p/>…何か言葉がおかしくなったようだ。
ego_male_sword.152	一般的な武器なら武器店で買うことができるが…<br/>私がいるのにあえて他の武器が必要か？
ego_male_sword.153	私のような精霊武器は武器店で<br/>手に入れられるものじゃない。<br/>その点は私を覚醒させたおまえだから<br/>よく知っているだろうが。<p/>我々は武器というよりは精霊であり、<br/>無生物というよりは生物だ。<br/>そのような点を注意してくれ。
ego_male_sword.154	精霊の力と記憶は全て本体に刻まれていく。<br/>しかしそれを引き出すのは<br/>武器に宿っている私、すなわち精霊だ。<p/>人にとって肉体と魂を<br/>切り分けて考えられないように、<br/>精霊武器にとっても精霊と武器は<br/>切り分けて考えられない。<p/>よって、武器を強化したいのなら<br/>まず精霊を強化させなければならない。<br/>方法は知っているだろ？ <p/>多くの種類と数のアイテムを<br/>私に吸収させると<br/>私は知識を積み、それによって<br/>能力が成長する。<p/>とても基本的なことだが<br/>基本がもっとも重要だという事実を<br/>忘れないようにしろ。
ego_male_sword.155	服についてはあまり…。
ego_male_sword.156	人は毎日服を着替える。<br/>必要なものだからそのような商店もあるのだろうが…<br/>時々本当にそれほど必要なものかという気がする。<br/>おまえはどう考える？
ego_male_sword.157	精霊の衣服は実在するものというよりは<br/>イメージに近いものだ。だから人のように<br/>着替えるとかする必要はない。<p/>…服も買ってくれっとでもいうと思って心配したか？<p/><face name='good'/>ふっ…冗談だ。
ego_male_sword.158	本は私にとって何の必要もない。<br/>知識がほしいのなら剣をくれ。<br/>経験がつまった剣を吸収することによって<br/>私は同様に知識を積むことができるから。
ego_male_sword.159	人は書籍から知識を得るという。<br/>そうすると本を食べて知識を得るのか？<p/><face name='surprise2'/>…なんで笑うんだ？
ego_male_sword.160	人は自分の体に刻んだ経験を<br/>他のものに渡してあげられないから<br/>仕方なく他の媒体を<br/>利用するしかないのだろ。<p/>ある面では不便であるが…<br/>ある面では有利であるかもしれない。
ego_male_sword.161	何を言っているのかわからないが…<br/>教えてくれるつもりがあるのなら人と一緒に<br/>経験を積んだ剣を私に渡してくれればいい。
ego_male_sword.162	失くしてしまったものを捜す所…と理解しているが。<br/>精霊武器を失くしてしまうほどの間抜けな人は<br/>たぶんいないだろう。
ego_male_sword.163	官庁はいろいろな人社会の出来事に関連したことをする所だろ？<br/>人が過度にたくさん増えたせいで<br/>統制する手段が必要になったのはわかるが…<br/>時々目的を忘れあまりに束縛されているのではないかと思う。<p/><face name='good'/>常に真の目的を忘れず行動する事、<br/>私がおまえに望むことだ。
ego_male_sword.164	ナオが誰なのか知らない…。
ego_male_sword.165	友達だと…<br/>精霊には友達がいない。契約者がいるだけだ。<br/>そんなに友達について調べたいのなら、ナオというものに<br/>直接聞いてみるのがよいのではないだろうか。
ego_male_sword.166	誰かを亡くすことは悲しいことだと思う。<br/>精霊だとしても喜怒哀楽がないわけじゃないから。<p/>だから…もしおまえが私を捨てたり、死んだり<br/>年老いて会えなくなると<br/>私もたぶん悲しくなるだろう。<p/><face name='smile2'/>…このことを友達だというのだろうか。
ego_male_sword.167	う～んと…？<br/>よくわからない話のようだが…。
ego_male_sword.168	フクロウ？<br/>人同士の通信手段だというが…<br/>そうらしい。
ego_male_sword.169	遠く離れた所まで手紙を届けてくれるというが<br/>人はそのような面倒くさいことまでしなければならないのか…<br/>自然を通じて直接に事物を感じられないから<br/>人は確かにそのような面が不便だな。
ego_male_sword.170	黒い服だと…<br/>落ち着いた色だ。
ego_male_sword.171	服に黒い色を使うことにはいろいろな意味がある。<br/>喪服の意味もあるし、暗い中で体を隠す<br/>偽装色の意味もある…<br/>時々、ある力のイメージが黒い色で現れることもある。<p/>彼女が誰だかは知らないが、<br/>見た目ほど純粋な存在ではないかもしれない。<p/>恐らく、私も…そうだろう。ふふ…。
ego_male_sword.172	人にとってナオとは特別な意味を持っているようだ。<br/>本当に望むなら新しい服をプレゼントしてみるのはどうだ？ <br/>彼女も人ならプレゼントは嫌いじゃないだろう。<br/>…精霊も同じなんだが。
ego_male_sword.173	何の話なのか…？
ego_male_sword.174	クエストを与えるスクロールのことか。<br/>時間があるのならあえて避ける理由はないだろう。
ego_male_sword.175	他の人の頼みを聞いてあげることは<br/>結局は自分自身にとってもその対価が戻ってくる。<br/>それは正しいことであろうと間違ったことであろうと同じことだ。<p/>何らかの行動をする時には、<br/>それについてよく考えてみて行動するようにしろ。<br/>誰もおまえに強要する者はいないのだから。
ego_male_sword.176	…？
ego_male_sword.177	胸は急所だから、戦闘時には<br/>なるべく傷つかないように保護するのがいい。<br/>それが鎧を着る意味でもある。
ego_male_sword.178	重要な急所だけに戦闘時には<br/>必ず守らなければならない所でもある。<p/>しかし、女性には他の意味も持っているようだ。<p/>…いや、男性にも、か…。
ego_male_sword.179	どんな所を話しているのか…<br/>説明が面倒くさければ代わりにものを通して<br/>知識を習得させてくれるといい。
ego_male_sword.180	人が死んだら埋められる所だ。<br/>どうしてこのような所を作ったのかはよくわからないが…。
ego_male_sword.181	死んでも消えずその痕跡を残そうとするのは<br/>残った人達の欲心、もしくは人達が持つ<br/>永遠に対する執着心のひとつだろうか。<p/><face name='surprise'/>人というのはやはり神秘的な存在だ…。
ego_male_sword.182	よく見かけるとは思うが…<br/>今ははっきり思い出せない。
ego_male_sword.183	魚を釣る行為をいう。<br/>基本的には食事のための行動だが、<br/>時には楽しみでする人もいるようだ。<br/>どこが面白いのかはよくわからないが…。
ego_male_sword.184	本当に実力のある剣士は<br/>剣ひとつで全てのことを解決できる。<br/>例えば、釣りのようなことも…。<p/><face name='worry2'/>…おまえには無理だから、<br/>試してみようなんて思わないように。
ego_male_sword.185	<face name='surprise'/>精霊の涙…のことか？<br/>…珍しいものを要求する主人だな。<p/><face name='normal'/>…誤解するな。<br/>これは本物の涙じゃなく一種の結晶体…<br/>そう、精霊が与えてくれる祝福の力の<br/>結晶体だといえる。<p/><face name='smile2'/>必要だというならあげるが、かわりにパララが<br/>再び昇るまで祝福の力は使うことができない。<br/>それは知っておけ…。
ego_male_sword.186	<face name='anger'/>…何かをくれと言う前に、<br/>インベントリの空きくらいは確認しとけ。
ego_male_sword.187	<face name='surprise'/>う～む…それは祝福の力を使わなければならないことだが<br/>今日はもう使ってしまったんので難しいなあ…<br/>明日もう一度聞いてくれないか？
ego_male_sword.188	それについてはおまえが直接<br/>考えてみるのがいいと思う。|私が話せることではないようだ。|それについては私もよくわからない。
ego_male_sword.189	精霊武器の社会経験値がわかりません。<br/>スクリーンショットを撮って不具合掲示板にのせてください。
